Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8388,"Yes, if it really doesn?t mean anything, because you know that I?m just not ready",Chandler,neutral,neutral,841,13,6,22,"00:20:48,997","00:20:52,500"
8391,I?m gonna go tell Joey that  that you?re back. I was really worried about you.,Monica,anger,negative,841,16,6,22,"00:20:59,508","00:21:04,679"
8396,I can?t believe you?re gonna ask Monica to marry you!,Phoebe,joy,positive,841,21,6,22,"00:21:18,443","00:21:20,861"
8401,"Why don?t we, why don?t we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",Rachel,neutral,neutral,842,1,7,15,"00:06:09,786","00:06:16,792"
8406,"All right, first name on the speed dial is mom.",Rachel,neutral,neutral,842,3,7,15,"00:06:19,545","00:06:25,884"
8407,"Ohh, I lost my mom to suicide.",Phoebe,sadness,negative,842,4,7,15,"00:06:26,052","00:06:28,929"
8408,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",Rachel,sadness,negative,842,5,7,15,"00:06:29,097","00:06:36,144"
8409,Did I use that already today? I?m sorry.,Phoebe,sadness,negative,842,6,7,15,"00:06:33,226","00:06:36,144"
8419,"Oh, I win! He?s got",Rachel,joy,positive,842,10,7,15,"00:06:40,858","00:06:43,860"
8420,So you don?t know that?s,Phoebe,neutral,neutral,842,11,7,15,"00:06:44,028","00:06:46,363"
8422,I can?t believe this. Do you think that your parents could help pay for it?,Monica,surprise,negative,843,0,7,2,"00:12:28,164","00:12:30,999"
8423,"I don?t know, my mother spent most of her money on her fourth wedding.",Chandler,sadness,negative,843,1,7,2,"00:12:31,208","00:12:36,671"
8424,She?s saving the rest for her divorce.,Chandler,anger,negative,843,2,7,2,"00:12:36,839","00:12:39,215"
8425,And any extra cash my father has he saves for his yearly trips to,Chandler,neutral,neutral,843,3,7,2,"00:12:39,508","00:12:44,220"
8429,"Wait, but there?s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",Rachel,sadness,negative,843,7,7,2,"00:12:57,026","00:13:05,492"
8430,"Honey, it?s gonna be okay.",Chandler,neutral,neutral,843,8,7,2,"00:13:06,702","00:13:10,663"
8431,No! No it?s not! It?s not gonna be okay! It sucks! No swing band! No lilies!,Monica,sadness,negative,843,9,7,2,"00:13:06,702","00:13:14,709"
8434,I mean you don?t have to have this rustic Italian feast.,Rachel,neutral,neutral,843,12,7,2,"00:13:14,919","00:13:20,799"
8436,"And-and you don?t need, you don?t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",Rachel,neutral,neutral,843,14,7,2,"00:13:21,050","00:13:29,432"
8437,"Dr. Geller, there?s a seat over here.",Older Scientist,neutral,neutral,844,0,4,11,"00:16:32,783","00:16:35,118"
8438,"Thank you, Dr. Phillips, but I?m having my lunch at this table, here in the middle.",Ross,neutral,neutral,844,1,4,11,"00:16:36,078","00:16:43,835"
8439,"I?m having lunch right here, with my good friend Joey, if he?ll sit with me.",Ross,neutral,neutral,844,2,4,11,"00:16:38,789","00:16:45,753"
8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",Ross,neutral,neutral,844,4,4,11,"00:17:04,773","00:17:17,118"
8442,"Now, I look around this cafeteria, and y?know what I see, I see-I see division.",Ross,sadness,negative,844,5,4,11,"00:17:18,787","00:17:22,999"
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,negative,844,6,4,11,"00:17:23,208","00:17:30,673"
8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",Ross,neutral,neutral,844,7,4,11,"00:17:32,843","00:17:41,976"
8446,"I?m divorced, and I have a kid!",Ross,joy,positive,844,9,4,11,"00:17:46,940","00:17:49,776"
8447,I?m Joey! I?m an actor! I don?t know squat about dinosaurs!,Joey,joy,positive,844,10,4,11,"00:17:55,991","00:18:01,871"
8448,"I?m Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,anger,negative,844,11,4,11,"00:18:04,458","00:18:09,587"
8451,"I?m Andrew, and I didn?t pay for this pear.",Older Scientist,neutral,neutral,844,14,4,11,"00:18:14,051","00:18:18,471"
8453,"I?m Rhonda,  and these aren?t real!",Tour Guide,neutral,neutral,844,16,4,11,"00:18:23,185","00:18:27,438"
8457,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Another Scientist,fear,negative,844,20,4,11,"00:18:39,076","00:18:45,248"
8459,"It?s good to have you guys on my team, and I come to play.",Doug,joy,positive,845,1,3,24,"0:04:04,327","0:04:07,539"
8461,"Now, let?s go out there and get ?em!",Doug,joy,positive,845,3,3,24,"00:04:08,957","00:04:11,416"
8463,"And remember, there is no ?I? in team.",Doug,neutral,neutral,845,4,3,24,"00:04:08,957","00:04:14,211"
8464,"Yes, but there?s two in martini, soo everybody",Chandler,joy,positive,845,5,3,24,"00:04:14,462","00:04:18,465"
8465,You! Chuckles! What?s your name?,Doug,neutral,neutral,845,6,3,24,"00:04:19,467","00:04:22,302"
8469,"This team is about hard work, but it?s also about having fun.",Doug,joy,positive,845,10,3,24,"00:04:28,559","00:04:31,436"
8472,"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",Chandler,neutral,neutral,846,1,5,3,"00:21:49,182","00:21:52,685"
8474,"That's kind of a masculine name, don't you think?",Chandler,neutral,neutral,846,3,5,3,"00:21:55,397","00:21:58,232"
8476,"Oh, that is so sweet.",Ross,joy,positive,847,0,2,1,"00:08:50,571","00:08:53,448"
8478,"Ok, ok, one, two, three.",Ross,joy,positive,847,2,2,1,"00:09:01,290","00:09:10,966"
8481,"Ok, no, no, you hang up. You, you, y?",Ross,joy,positive,847,5,2,1,"00:09:15,221","00:09:20,600"
8483,"I'm just calling to say that um, everything's fine and I'm really happy for you and your",Rachel,neutral,neutral,848,1,4,21,"00:14:57,354","00:15:06,070"
8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",Rachel,sadness,negative,848,4,4,21,"00:15:25,132","00:15:32,138"
8491,"Wha... you're uh, you're, you're over me?",Ross,surprise,negative,848,7,4,21,"00:15:41,899","00:15:45,443"
8493,"When, when were you... under me?",Ross,surprise,negative,848,9,4,21,"00:15:47,321","00:15:52,200"
8494,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",Rachel,neutral,neutral,848,10,4,21,"00:15:55,329","00:16:03,461"
8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",Joey,joy,positive,849,2,5,18,"00:03:57,320","00:04:02,699"
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",Joey,joy,positive,849,4,5,18,"00:04:04,452","00:04:10,540"
8501,"Yeah well, he's not gonna get this one.",Ross,joy,positive,849,5,5,18,"00:04:20,176","00:04:23,804"
8502,Ben is way cuter than that kid.,Ross,joy,positive,849,6,5,18,"00:04:20,176","00:04:25,222"
8504,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",Joey,neutral,neutral,849,8,5,18,"00:04:32,313","00:04:36,275"
8506,I look more like him than you do!,Joey,anger,negative,849,10,5,18,"00:04:39,445","00:04:41,655"
8507,"Y'know, I don't really know you well enough for you to do that.",Carol,joy,positive,849,11,5,18,"00:04:43,950","00:04:47,327"
8508,That really was some of your best work.,Monica,joy,positive,850,0,7,12,"00:21:17,359","00:21:19,777"
8509,"Hm-hmm, I told you!  I can?t believe that I?ve only got two hours before I call in sick for work.",Chandler,neutral,neutral,850,1,7,12,"00:21:19,987","00:21:26,492"
8511,"Well, you?re not gonna believe this, but if you have seven minutes",Chandler,neutral,neutral,850,3,7,12,"00:21:34,376","00:21:38,546"
8514,Okay! You get the vacuum cleaner and I?ll get the furniture polish!,Monica,joy,positive,850,6,7,12,"00:21:42,968","00:21:46,429"
8515,Oh okay. But y?know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,Kristen,neutral,neutral,851,0,7,17,"00:05:31,247","00:05:36,126"
8520,"Oh wow, what a beautiful name!  What is it again?",Joey,joy,positive,851,5,7,17,"00:05:42,550","00:05:48,347"
8528,Do not take a nap on this stoop  or you can wake up with your shoes gone.,Joey,joy,positive,851,13,7,17,"00:05:57,565","00:06:02,319"
8530,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",Joey,neutral,neutral,851,15,7,17,"00:06:03,363","00:06:09,701"
8531,"Oh I, I have plans tonight.",Kristen,neutral,neutral,851,16,7,17,"00:06:09,911","00:06:13,080"
8534,"Sounds great! Okay, alright, well where does this go?",Joey,joy,positive,851,18,7,17,"00:06:13,289","00:06:15,874"
8535,"You look strong, why don?t I take that and you grab one of the boxes.",Kristen,neutral,neutral,851,19,7,17,"00:06:16,084","00:06:18,710"
8536,"Okay. Yeah.  Yeah, I?ll grab this one.",Joey,neutral,neutral,851,20,7,17,"00:06:18,878","00:06:26,968"
8540,": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",Phoebe,neutral,neutral,852,3,1,17,"00:19:12,609","00:19:21,742"
8541,"That's right, I don't... But I was, I was drunk on you!",Phoebe,sadness,negative,852,4,1,17,"00:19:26,832","00:19:33,087"
8542,"Okay, yeah, so it's not gonna work.",Phoebe,neutral,neutral,852,5,1,17,"00:19:34,256","00:19:37,049"
8543,"If it was, would you stop hanging out with her?",Phoebe,neutral,neutral,852,6,1,17,"00:19:41,680","00:19:44,473"
8544,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",Phoebe,anger,negative,852,7,1,17,"00:19:50,397","00:19:57,278"
8545,"You know...  You're gonna be really, really hard to get over.",Phoebe,sadness,negative,852,8,1,17,"00:20:06,496","00:20:10,625"
8546,"By the way, the week before your wedding you may not see a lot of me.",Ross,neutral,neutral,853,0,7,9,"00:14:14,603","00:14:18,690"
8548,"Look, I-I?m really sorry I let go of the bike.",Ross,sadness,negative,853,2,7,9,"00:14:33,664","00:14:37,500"
8550,"I know. I know. But, can we please try it again? Huh? I mean, you were",Ross,sadness,negative,853,4,7,9,"00:14:41,714","00:14:49,971"
8551,"Well, I would love to but?the bike got stolen and the police have no suspects.",Phoebe,joy,positive,853,5,7,9,"00:14:50,180","00:14:56,769"
8555,"If you are not going to learn how to ride this bike then I?m sorry, I?m just gonna have to take it back.",Ross,anger,negative,853,9,7,9,"00:15:12,202","00:15:17,707"
8557,"Because! Because, it-it-it?s? It?d be like you having this guitar  and-and never playing it. Okay, this guitar",Ross,anger,negative,853,11,7,9,"00:15:17,875","00:15:30,553"
8558,"All right. If you care enough to make up that load of crap, okay.",Phoebe,anger,negative,853,12,7,9,"00:15:50,616","00:15:55,119"
8559,Great! Great!  You?re making the bike very happy.,Ross,joy,positive,853,13,7,9,"00:15:55,621","00:16:01,626"
8560,Okay Ross!  Please don?t die!,Phoebe,anger,negative,853,14,7,9,"00:16:01,835","00:16:07,840"
8562,"I was going to tell you, but",Ross,neutral,neutral,854,1,8,8,"00:13:21,509","00:13:24,260"
8563,But what?! You figured you?d get what you wanted and then dump her like you dumped Rachel!,Dr. Green,anger,negative,854,2,8,8,"00:13:24,428","00:13:27,222"
8564,Hey! I did not dump Rachel!  Nor are we still together.  Can I just?  Why don?t we just let the machine get that?,Ross,anger,negative,854,3,8,8,"00:13:27,389","00:13:40,652"
8565,Hey Ross. It?s Joey. There?s a hooker over here and we thought maybe you?d know something about it.,Joey,neutral,neutral,854,4,8,8,"00:13:45,199","00:13:54,541"
8566,"No! No! No! No! No! I-I-I-I?I need to, I need to lie down.",Ross,neutral,neutral,854,5,8,8,"00:13:48,702","00:13:54,541"
8567,Everything on your application looks really good?Ohh!,Joey,joy,positive,855,0,6,3,"00:11:12,421","00:11:15,173"
8568,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",Joey,anger,negative,855,1,6,3,"00:11:15,341","00:11:22,722"
8570,"Whoa!! Now look, don?t be just blurtin? stuff out. I want you to really think about your answers. Okay?",Joey,joy,positive,855,3,6,3,"00:11:22,890","00:11:32,023"
8571,You can call off the roommate search!  Hi! I?ll be living here.,Chandler,joy,positive,855,4,6,3,"00:11:32,775","00:11:36,861"
8572,"Oh don?t listen to him, he?s just some guy who really wants the apartment, but I don?t think he?s gonna get it.",Joey,sadness,negative,855,5,6,3,"00:11:37,029","00:11:42,784"
8573,Why did you take the shower curtain down?,Chandler,surprise,negative,855,6,6,3,"00:11:43,452","00:11:45,829"
8574,That thing was a hazard!  I?m very safety conscious.,Joey,fear,negative,855,7,6,3,"00:11:45,996","00:11:50,250"
8578,What?! Why? Joey you were so ready for it!,Rachel,surprise,negative,856,3,5,13,"00:20:59,508","00:21:02,718"
8579,"Yeah, I thought so too but, she said the casting people had some problems with me.",Joey,joy,positive,856,4,5,13,"00:21:03,011","00:21:08,641"
8581,"For all I know, she?s trying to find me but couldn?t because I kept moving around.",Ross,neutral,neutral,857,1,5,1,"00:11:54,046","00:11:59,259"
8582,"No, from now on, I?m staying in one place.",Ross,neutral,neutral,857,2,5,1,"00:11:59,427","00:12:02,137"
8586,"Actually, do you guys mind staying here for a while?",Ross,neutral,neutral,857,6,5,1,"00:12:09,353","00:12:14,107"
8587,"Ugh, y?know, umm we gotta get up early and catch that plane for New York.",Monica,neutral,neutral,857,7,5,1,"00:12:14,817","00:12:17,861"
8590,"But, we?ll stay here with you.",Chandler,neutral,neutral,857,10,5,1,"00:12:26,871","00:12:29,330"
8591,"Thanks guys!  I really appreciate this, y?know, but you don?t have to rub my butt.",Ross,joy,positive,857,11,5,1,"00:20:51,333","00:20:58,881"
8595,"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",Joey,neutral,neutral,858,3,4,13,"00:04:23,346","00:04:29,810"
8597,"Well okay, so then you?re fine.",Joey,neutral,neutral,858,5,4,13,"00:04:31,020","00:04:33,313"
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,Joey,neutral,neutral,858,6,4,13,"00:04:33,481","00:04:41,280"
8600,So as long as it?s hot onstage you got nothing to worry about.,Joey,neutral,neutral,858,8,4,13,"0:04:42,031","0:04:45,769"
8601,"It?s when the heat goes away, that?s when you?re in trouble.",Joey,neutral,neutral,858,9,4,13,"00:04:45,868","00:04:48,537"
8603,"Look, you guys have been to every play I?ve ever been in, have I ever had chemistry on stage?",Joey,neutral,neutral,858,11,4,13,"00:04:51,165","00:04:54,751"
8606,"Ursula!  Wait! Err-err, it?s me! Phoebe!",Phoebe,surprise,positive,859,0,8,6,"00:02:00,870","00:02:05,582"
8607,"Oh, I thought there was a mirror there. Okay, bye-bye.",Ursula,neutral,neutral,859,1,8,6,"00:02:05,750","00:02:08,502"
8608,"Wait a second! So, what?s new with you?",Phoebe,surprise,positive,859,2,8,6,"00:02:09,212","00:02:12,923"
8609,"Umm, nothing. I mean, I?m getting married next week.",Ursula,neutral,neutral,859,3,8,6,"00:02:13,091","00:02:16,844"
8612,"Umm look, you?re coming on a little strong.",Phoebe,fear,negative,860,2,8,17,"00:13:23,385","00:13:26,179"
8613,"But I?m going to give you the benefit of the doubt, because it seems the universe really wants to be together.",Phoebe,neutral,neutral,860,3,8,17,"00:13:26,347","00:13:31,935"
8615,And you can just tell me about yourself.,Phoebe,neutral,neutral,860,5,8,17,"0:13:33,874","0:13:36,284"
8618,"I write erotic novels, for children.",Jim,neutral,neutral,860,8,8,17,"00:13:38,651","00:13:43,154"
8622,"Oh also, you might be interested to know that I have a Ph.D.",Jim,neutral,neutral,860,12,8,17,"00:13:51,330","00:13:54,165"
8626,"So, uh, how's she doing?",Ross,sadness,negative,861,0,1,8,"00:04:03,993","00:04:06,328"
8627,The doctor says it's a matter of hours.,Aunt Lillian,sadness,negative,861,1,1,8,"00:04:07,080","00:04:09,498"
8628,"How-how are you, Mom?",Monica,sadness,negative,861,2,1,8,"00:04:10,083","00:04:12,876"
8629,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",Mrs. Geller,anger,negative,861,3,1,8,"00:04:13,127","00:04:19,424"
8636,"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",Ross,neutral,neutral,861,10,1,8,"00:04:29,060","00:04:34,648"
8643,How she was always stealing them from- from restaurants.,Ross,joy,positive,861,17,1,8,"00:04:54,294","00:04:57,504"
8644,"Not just restaurants, from our house.",Mr. Geller,neutral,neutral,861,18,1,8,"00:04:57,755","00:05:00,799"
8647,Why?  Seriously I did not understand a word that    you said.,Rachel,surprise,negative,862,2,9,20,"00:01:43,049","00:01:52,892"
8649,"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",Ronni,neutral,neutral,863,0,1,13,"00:10:39,430","00:10:44,893"
8650,But occasionally you get your person who wants them in a pose.,Ronni,neutral,neutral,863,1,1,13,"00:10:45,102","00:10:48,271"
8651,"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",Ronni,neutral,neutral,863,2,1,13,"00:10:48,564","00:10:55,236"
8652,"Joey, if I go first, I wanna be looking for my keys.",Chandler,neutral,neutral,863,3,1,13,"00:10:56,447","00:10:58,948"
8657,"So now, these are all the tuxedos that we make and if there?s anything that you like, we can make you a deal.",Rachel,neutral,neutral,864,0,7,20,"00:05:29,996","00:05:34,583"
8659,But these are the three that Monica pre-approved.,Rachel,neutral,neutral,864,2,7,20,"0:05:36,503","0:05:39,477"
8660,"Well, thanks a lot for hookin? me up Rach. I want you to know that I want you to attend our wedding as my guest.",Chandler,joy,positive,864,3,7,20,"00:05:42,884","00:05:47,304"
8661,I?m Monica?s maid of honor. Okay? Don?t try to blue pin me!,Rachel,anger,negative,864,4,7,20,"00:05:49,849","00:06:00,192"
8662,"Oh here, I think this is us.  Yeah.",Ross,neutral,neutral,865,0,7,11,"00:11:58,217","00:12:01,469"
8663,Limited seating my ass. Let?s see who made the cut.  Hi!,Monica,anger,negative,865,1,7,11,"00:12:01,637","00:12:06,683"
8664,I?m Monica Gellar. Who do you know the bride and groom?,Monica,neutral,neutral,865,2,7,11,"00:12:06,851","00:12:12,272"
8665,Used to work with her. Used to! I?m a relative and I didn?t get invited! A,Monica,anger,negative,865,3,7,11,"00:12:12,440","00:12:17,402"
8666,"Stop saying, ""Blood"" to strangers.",Ross,sadness,negative,865,4,7,11,"00:12:21,699","00:12:24,492"
8667,"So, how about you huh? How do you know the happy couple?",Monica,joy,positive,865,5,7,11,"00:12:25,327","00:12:28,246"
8671,"I tell you, this wedding is not going to happen.",Emily,joy,positive,866,2,4,23,"00:19:28,500","00:19:31,460"
8673,"Okay? But-but imagine a lot more lights, okay? And-and y?know fewer bricks, and-and-and flowers, and candles",Ross,neutral,neutral,866,3,4,23,"00:19:35,007","00:19:43,598"
8674,"And the musicians, look, they can go over here , okay? And the chairs can face this way , and?  You go.",Monica,neutral,neutral,866,4,4,23,"00:19:43,765","00:19:51,230"
8676,"Really, it?s fine, whatever you want.",Ross,neutral,neutral,866,6,4,23,"00:19:56,195","00:19:59,447"
8678,"And, I don?t know, if it starts to rain",Ross,joy,positive,866,8,4,23,"0:20:03,327","0:20:05,589"
8680,Ohh. And I don?t even have a date.,Monica,sadness,negative,866,10,4,23,"00:20:10,876","00:20:14,962"
8682,I have a bone to pick with you.,Ross,anger,negative,867,1,7,16,"00:06:03,654","00:06:06,239"
8684,Yes! Ben learned a little trick.,Ross,anger,negative,867,3,7,16,"00:06:10,036","00:06:12,412"
8688,Yeah that! You know I hate practical jokes! They?re mean and they?re stupid and-and I don?t want my son learning them!,Ross,anger,negative,867,7,7,16,"00:06:27,637","00:06:36,645"
8689,Y?know what? It doesn?t matter! Because it is not true!,Cecilia,anger,negative,868,0,7,15,"00:05:44,510","00:05:47,679"
8691,"And if it were true, how",Cecilia,neutral,neutral,868,2,7,15,"00:05:49,223","00:05:52,893"
8692,Ms. Monroe?  Oh there you go.,Joey,neutral,neutral,868,3,7,15,"00:06:01,235","00:06:04,446"
8694,Why?! How?! How is he a genius?,Ross,surprise,negative,869,1,3,12,"0:12:33,169","0:12:37,048"
8696,"Instead of hitting on her right away, he's becoming her confidant.",Chandler,anger,negative,869,3,3,12,"00:12:37,298","00:12:40,425"
8697,Now he's gonna be the guy she goes too to complain about you.,Chandler,neutral,neutral,869,4,3,12,"00:12:40,593","00:12:44,053"
8699,"Well, why don't you send her a musical bug, op, no you already did that.",Chandler,neutral,neutral,869,6,3,12,"00:12:45,598","00:12:49,976"
8700,"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",Chandler,neutral,neutral,869,7,3,12,"00:12:51,937","00:12:57,776"
8701,I don't know you guys.,Ross,fear,negative,869,8,3,12,"00:12:55,149","00:12:57,776"
8702,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",Chandler,disgust,negative,869,9,3,12,"00:12:57,943","00:13:04,949"
8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,disgust,negative,869,10,3,12,"00:13:05,117","00:13:09,287"
8705,"And you'll be all, 'Ohh, man!'",Joey,anger,negative,869,12,3,12,"00:13:11,624","00:13:14,459"
8707,"And us, we'll be like, 'Wh-whoa, dude.'",Joey,joy,positive,869,14,3,12,"00:13:19,006","00:13:21,633"
8708,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",Joey,disgust,negative,869,15,3,12,"00:13:23,636","00:13:34,229"
8709,"And we'll be like, 'Man get over it, it's been four years!!'",Joey,disgust,negative,869,16,3,12,"00:13:34,647","00:13:38,149"
8710,He paints quite a picture doesn't he?,Chandler,neutral,neutral,869,17,3,12,"00:13:40,611","00:13:43,279"
8711,"This is what I?ve got going for the party so far, liquor wise. Get a lot of liquor.",Joey,neutral,neutral,870,0,4,22,"00:04:34,107","00:04:40,153"
8713,"Okay, now uh, in terms of the invite list, I?ve got you, me, and Chandler and I?m gonna invite Gunther ?cause, well, we?ve been talking about this pretty loud.",Joey,neutral,neutral,870,2,4,22,"00:04:40,321","00:04:47,828"
8716,"Listen, I know this is your party, but I?d really like to the number of museum geeks that are gonna be there.",Joey,neutral,neutral,870,4,4,22,"00:04:50,623","00:04:55,669"
8717,"Yeah. Tell ya what, let?s not invite any of the anthropologists, only the dinosaur dudes!",Ross,neutral,neutral,870,5,4,22,"00:04:59,173","00:05:01,800"
8718,Okay! We?ll need a six-pack of,Joey,neutral,neutral,870,6,4,22,"00:05:04,345","00:05:07,556"
8720,"Hey, y?know what, if you?re gonna do that, if you?re gonna name him Joey, you should name him Chandler.",Chandler,neutral,neutral,871,0,4,18,"00:04:38,695","00:04:42,572"
8722,"Chandler?s funny, sophisticated, and he?s very loveable, once you get to know him.",Chandler,neutral,neutral,871,2,4,18,"00:04:43,449","00:04:49,538"
8723,"Oh well, hey, Joey?s loveable too! But the thing about Joey is, if you need him, he?ll be there.",Joey,neutral,neutral,871,3,4,18,"00:04:49,706","00:04:55,669"
8724,"Well, Chandler will be there for you too.",Chandler,neutral,neutral,871,4,4,18,"00:04:55,837","00:05:00,090"
8725,"I mean, well, he might be a little late, but-but, he?ll be there.",Chandler,neutral,neutral,871,5,4,18,"00:04:55,837","00:05:02,884"
8726,"And he?ll bring you some cold soda, if want you need him for is that you?re really hot.",Chandler,neutral,neutral,871,6,4,18,"00:05:03,052","00:05:06,513"
8728,"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",Phoebe,neutral,neutral,871,8,4,18,"00:05:09,517","00:05:17,316"
8729,"But, all right, I don?t?maybe I?ll just name him The Hulk.",Phoebe,neutral,neutral,871,9,4,18,"00:05:23,072","00:05:26,867"
8730,I knew I shouldn?t have mentioned it! That?s what I wanted to name my kid!,Joey,sadness,negative,871,10,4,18,"00:05:28,494","00:05:32,622"
8731,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",Mrs. Geller,sadness,negative,872,0,1,2,"00:09:26,816","00:09:32,821"
8732,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,Mr. Geller,surprise,negative,872,1,1,2,"00:09:33,030","00:09:38,034"
8733,"Well, at least she had the chance to leave a man at the altar...",Mrs. Geller,joy,positive,872,2,1,2,"00:09:40,997","00:09:44,666"
8734,What's that supposed to mean?,Monica,surprise,positive,872,3,1,2,"00:09:47,837","00:09:50,589"
8739,"Even when you were a kid... and you were chubby, and you had no friends, you were just fine!",Mr. Geller,neutral,neutral,872,8,1,2,"00:09:57,847","00:10:03,351"
8740,"And you would read alone in your room, and your puzzles...",Mr. Geller,neutral,neutral,872,9,1,2,"00:10:05,146","00:10:08,273"
8745,"$200? Are you sure Pheebs? I mean, after what",Joey,surprise,negative,873,4,5,4,"00:16:30,572","00:16:34,867"
8746,"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",Phoebe,anger,negative,873,5,5,4,"00:16:35,035","00:16:47,880"
8748,"Well to tell you the truth, they uh,  they had a problem with the bag!",Joey,sadness,negative,874,1,5,13,"00:21:08,976","00:21:14,021"
8751,Y'know what? It was a stupid play anyway!,Joey,sadness,negative,874,3,5,13,"00:21:15,565","00:21:18,109"
8756,"Oh, you think I should give up the bag!",Joey,anger,negative,874,8,5,13,"00:21:30,038","00:21:32,456"
8757,"Honey wait, Joey, I?m sorry I mean as terrific as I think you are with it",Rachel,neutral,neutral,874,9,5,13,"00:21:32,749","00:21:37,169"
8759,I just don't know if the world is ready for you and your bag.,Rachel,sadness,negative,874,10,5,13,"00:21:39,339","00:21:44,051"
8763,"I'm not saying that you shouldn?t have a bag, I just?it's just there are other bags that are a little less umm,  controversial.",Rachel,neutral,neutral,874,14,5,13,"00:21:48,390","00:21:59,275"
8764,"Yeah umm, they're called wallets.",Chandler,neutral,neutral,874,15,5,13,"00:22:00,319","00:22:02,987"
8765,I think you'll find this room more to your liking.,Hotel Clerk,neutral,neutral,875,0,5,5,"00:07:33,911","00:07:36,246"
8767,They say he's only got half a tank left.,Hotel Clerk,neutral,neutral,875,2,5,5,"00:07:40,877","00:07:43,753"
8768,Half a tank? We still got a lot of high-speed chasing to do!,Chandler,surprise,positive,875,3,5,5,"00:07:44,672","00:07:48,383"
8771,"This is a garden view room, and we paid for an ocean view room.",Monica,anger,negative,875,6,5,5,"00:07:52,180","00:07:55,599"
8772,Our last ocean view room was unacceptable to you.,Hotel Clerk,joy,positive,875,7,5,5,"00:07:55,808","00:08:00,979"
8773,"Excuse me, umm, can I talk to you over here for just a second?",Monica,anger,negative,875,8,5,5,"00:08:01,856","00:08:04,983"
8776,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,Chandler,anger,negative,876,0,4,20,"00:00:11,803","00:00:21,645"
8777,Joey. Joey. Joey. Joey! Joey!!,Joey,anger,negative,876,1,4,20,"00:00:21,813","00:00:27,484"
8780,"Hey! Oh, I was just about to leave. I-I-I-I didn?t think you were coming.",David,surprise,positive,877,1,7,11,"00:14:43,465","00:14:47,594"
8781,"Oh, I wouldn?t miss this.",Phoebe,joy,positive,877,2,7,11,"00:14:47,761","00:14:50,263"
8783,"Oh, you?re such a gentleman.  Come on! We?re going to my place!",Phoebe,joy,positive,877,4,7,11,"00:14:52,683","00:14:57,520"
8786,So are guys doing okay?,Joey,neutral,neutral,878,2,7,16,"00:19:39,678","00:19:42,763"
8787,"Yeah, we talked and Monica made me see that I over reacted a little bit and some things in life are more important.",Chandler,neutral,neutral,878,3,7,16,"00:19:42,931","00:19:57,486"
8790,I got asked out twice today when I was at lunch?by guys.,Tag,neutral,neutral,879,2,7,4,"00:20:55,087","00:20:58,506"
8792,Yeah. Did you tell someone that I was gay?,Tag,neutral,neutral,880,1,1,1,"00:21:04,338","00:21:06,597"
8793,"Oh, did you not want people to know that?",Rachel,joy,positive,880,2,1,1,"00:21:06,807","00:21:10,142"
